file,ref,hyp,cer,time_ms
12345555_101_101_wallpad_1885767460_2025-11-11 09_52_38_좀 추운데 난방 좀 켜줘.wav,좀 추운데 난방 좀 켜줘,줘,88.9,422
12345555_101_101_wallpad_1885780460_2025-11-11 09_52_51_안방에 라가 켜.wav,안방에 라가 켜,줘,100.0,422
12345555_101_101_wallpad_1885864460_2025-11-11 09_54_15_안방 온도 좀 보여줘.wav,안방 온도 좀 보여줘,온 좀 올려줘,62.5,422
12345555_101_101_wallpad_1885878460_2025-11-11 09_54_29_따뜻트하게 해줘.wav,따뜻트하게 해줘,해줘,71.4,422
12345555_101_101_wallpad_1885890460_2025-11-11 09_54_41_거실 만방 꺼줘.wav,거실 만방 꺼줘,거 꺼줘,50.0,422
12345555_101_101_wallpad_1885902460_2025-11-11 09_54_53_거실 난방 켜아줘.wav,거실 난방 켜아줘,거 어줘,71.4,423
12345555_101_101_wallpad_1885912460_2025-11-11 09_55_03_거실 난방 켜.wav,거실 난방 켜,거실켜,40.0,425
12345555_101_101_wallpad_1885921460_2025-11-11 09_55_12_거실 나는 광 좀 틀어줘.wav,거실 나는 광 좀 틀어줘, 틀어줘,66.7,423
12345555_101_101_wallpad_1885943460_2025-11-11 09_55_34_거실 히터 켜.wav,거실 히터 켜,거슬이터 켜,40.0,422
12345555_101_101_wallpad_1885953460_2025-11-11 09_55_44_거실 온도 좀 높여줘.wav,거실 온도 좀 높여줘,거실 온도 좀 높여줘,0.0,430
12345555_101_101_wallpad_1885967460_2025-11-11 09_55_58_거실 따뜻하게 해줘.wav,거실 따뜻하게 해줘,거줘,75.0,422
12345555_101_101_wallpad_1885977460_2025-11-11 09_56_08_거실 온른도 내려줘.wav,거실 온른도 내려줘,거실온 내려줘,25.0,422
12345555_101_101_wallpad_1885987460_2025-11-11 09_56_18_거실 안방 꺼.wav,거실 안방 꺼,나꺼,80.0,422
12345555_101_101_wallpad_1886001460_2025-11-11 09_56_32_현재 거실 난방 설정 온도 몇이야.wav,현재 거실 난방 설정 온도 몇이야, 몇이야,76.9,423
12345555_101_101_wallpad_1886012460_2025-11-11 09_56_43_지금 거실 온도 몇 도야.wav,지금 거실 온도 몇 도야,,100.0,423
12345555_101_101_wallpad_1886023460_2025-11-11 09_56_54_거실 난방 몇 도로 되어 있어.wav,거실 난방 몇 도로 되어 있어, 로 되어 있어,54.5,424
12345555_101_101_wallpad_1886037460_2025-11-11 09_57_08_거실 설차 온도 알려줘.wav,거실 설차 온도 알려줘,거실 설정 온도 알려줘,11.1,422
12345555_101_101_wallpad_1886052460_2025-11-11 09_57_23_거실이 지금 몇 도야.wav,거실이 지금 몇 도야,거시 지금 몇 도야,25.0,423
12345555_101_101_wallpad_1886068460_2025-11-11 09_57_39_거실 온도 상태 알려줘.wav,거실 온도 상태 알려줘,상태 알려줘,44.4,422
12345555_101_101_wallpad_1886081460_2025-11-11 09_57_52_남자 불교 지어줘.wav,남자 불교 지어줘, 낮줘,85.7,425
12345555_101_101_wallpad_1886091460_2025-11-11 09_58_02_울컵 좀 내밀려줘.wav,울컵 좀 내밀려줘,온도 좀 내려줘,42.9,424
12345555_101_101_wallpad_1886106460_2025-11-11 09_58_17_잠금만 더 춰줘.wav,잠금만 더 춰줘,조만멈춰줘,50.0,423
12345555_101_101_wallpad_1886119460_2025-11-11 09_58_30_난방 좀 줄여줘.wav,난방 좀 줄여줘, 좀 여줘,50.0,423
12345555_101_101_wallpad_1886130460_2025-11-11 09_58_41_히터 온도 낮춰줘.wav,히터 온도 낮춰줘,히터 온도 낮춰줘,0.0,426
12345555_101_101_wallpad_1886141460_2025-11-11 09_58_52_모든 난방 꺼줘.wav,모든 난방 꺼줘,모든 라화 꺼줘,33.3,434
12345555_101_101_wallpad_1886151460_2025-11-11 09_59_02_전등 난방 꺼.wav,전등 난방 꺼,졸생 안 바꺼,80.0,422
12345555_101_101_wallpad_1886165460_2025-11-11 09_59_16_전부 난방 끄기.wav,전부 난방 끄기,전부  끄기,33.3,422
12345555_101_101_wallpad_1886175460_2025-11-11 09_59_26_방 바꺼줘.wav,방 바꺼줘,꿔줘,75.0,422
12345555_101_101_wallpad_1886209460_2025-11-11 10_00_00_모든 불 난바로 꺼줘.wav,모든 불 난바로 꺼줘,꺼줘,75.0,423
12345555_101_101_wallpad_1886221460_2025-11-11 10_00_12_스파게도로 낮춰줘.wav,스파게도로 낮춰줘,춰줘,75.0,422
12345555_101_101_wallpad_1886243460_2025-11-11 10_00_34_난방 스펠드 맞춰줘.wav,난방 스펠드 맞춰줘,스팔도로 맞춰줘,62.5,425
12345555_101_101_wallpad_1886325460_2025-11-11 10_01_56_난자 슬프했어.wav,난자 슬프했어,영상 스발줘,100.0,420
12345555_101_101_wallpad_1886336460_2025-11-11 10_02_07_난방닥 십칠도로 맞춰줘.wav,난방닥 십칠도로 맞춰줘,,100.0,429
12345555_101_101_wallpad_1886349460_2025-11-11 10_02_20_십 오도로 설정해줘.wav,십 오도로 설정해줘,로해줘,62.5,426
12345555_101_101_wallpad_1886360460_2025-11-11 10_02_31_이십삼도로 가꿔줘.wav,이십삼도로 가꿔줘,,100.0,426
12345555_101_101_wallpad_1886372460_2025-11-11 10_02_43_난관 이십칠도.wav,난관 이십칠도,난 이십칠도,16.7,424
12345555_101_101_wallpad_1886384460_2025-11-11 10_02_55_너무 어두운자리 조명 좀 켜줘.wav,너무 어두운자리 조명 좀 켜줘,무조 켜줘,66.7,423
12345555_101_101_wallpad_1886395460_2025-11-11 10_03_06_조명 켜.wav,조명 켜,조명 켜프,33.3,424
12345555_101_101_wallpad_1886404460_2025-11-11 10_03_15_불 켜줘.wav,불 켜줘,불 켜줘,0.0,423
12345555_101_101_wallpad_1886414460_2025-11-11 10_03_25_방이 어두워 불 좀 켜줘.wav,방이 어두워 불 좀 켜줘,불  켜줘,66.7,427
12345555_101_101_wallpad_1886424460_2025-11-11 10_03_35_거실 불 켜줘.wav,거실 불 켜줘,거실 불 켜줘,0.0,425
12345555_101_101_wallpad_1886434460_2025-11-11 10_03_45_조명 조 결제해줘.wav,조명 조 결제해줘,조명좀도 밝게 해줘,57.1,425
12345555_101_101_wallpad_1886445460_2025-11-11 10_03_56_너무 밝게 들어가게 조명 좀 꺼줘.wav,너무 밝게 들어가게 조명 좀 꺼줘, 좀 꺼줘,76.9,422
12345555_101_101_wallpad_1886457460_2025-11-11 10_04_08_조명 꺼.wav,조명 꺼,,100.0,424
12345555_101_101_wallpad_1886467460_2025-11-11 10_04_18_불 꺼줘.wav,불 꺼줘,불 꺼줘,0.0,424
12345555_101_101_wallpad_1886477460_2025-11-11 10_04_28_중량 밝기좀 낮춰줘.wav,중량 밝기좀 낮춰줘,조밝기로 낮춰줘,37.5,422
12345555_101_101_wallpad_1886493460_2025-11-11 10_04_44_너무 눈부셔 불 좀 꺼줘.wav,너무 눈부셔 불 좀 꺼줘, 좀 꺼줘,66.7,424
12345555_101_101_wallpad_1886506460_2025-11-11 10_04_57_내일 아침 일곱시에 문콜해줘.wav,내일 아침 일곱시에 문콜해줘,일곱시에줘,58.3,423
12345555_101_101_wallpad_1886518460_2025-11-11 10_05_09_내일 아침 일곱 시에 깨워줘.wav,내일 아침 일곱 시에 깨워줘,줘,90.9,426
12345555_101_101_wallpad_1886530460_2025-11-11 10_05_22_여덟시에 알람 설정해줘.wav,여덟시에 알람 설정해줘,여덟시에 알람 설정해줘,0.0,426
12345555_101_101_wallpad_1886542460_2025-11-11 10_05_33_내일 아홉 시에 모닝코에 부탁해.wav,내일 아홉 시에 모닝코에 부탁해,일아홉시 부탁해,46.2,423
12345555_101_101_wallpad_1886554460_2025-11-11 10_05_45_일아침 열시 깨워다줘.wav,일아침 열시 깨워다줘,줘,88.9,423
12345555_101_101_wallpad_1886566460_2025-11-11 10_05_57_내일 아홉 시에 모두콜 해줘.wav,내일 아홉 시에 모두콜 해줘, 홉시에내줘,63.6,424
12345555_101_101_wallpad_1886579460_2025-11-11 10_06_10_내일 아침 열시에 깨워줘.wav,내일 아침 열시에 깨워줘,몇시에 워줘,60.0,422
12345555_101_101_wallpad_1886591460_2025-11-11 10_06_22_내일 열람시 알람 설정해줘.wav,내일 열람시 알람 설정해줘,열알람 정해줘,45.5,423
12345555_101_101_wallpad_1886601460_2025-11-11 10_06_33_내일 열두 시에 불러줘.wav,내일 열두 시에 불러줘,내 열두시 불러줘,22.2,423
12345555_101_101_wallpad_1886613460_2025-11-11 10_06_44_내일 다섯시에 모닝콜 맞춰줘.wav,내일 다섯시에 모닝콜 맞춰줘,내섯에춰줘,58.3,424
12345555_101_101_wallpad_1886623460_2025-11-11 10_06_54_오늘 날씨 알려줘.wav,오늘 날씨 알려줘,오늘 날씨 알려줘,0.0,423
12345555_101_101_wallpad_1886636460_2025-11-11 10_07_07_오늘 날씨 어때.wav,오늘 날씨 어때,오늘 날씨 어때,0.0,423
12345555_101_101_wallpad_1886648460_2025-11-11 10_07_19_오늘 몇 팅이 와.wav,오늘 몇 팅이 와,오늘 비 와,50.0,422
12345555_101_101_wallpad_1886667460_2025-11-11 10_07_38_오늘 진료 알인.wav,오늘 진료 알인,오늘 기온 알려려줘,83.3,423
12345555_101_101_wallpad_1886678460_2025-11-11 10_07_49_오늘의 진료 알려줘.wav,오늘의 진료 알려줘,오늘 기온 알려줘,37.5,423
12345555_101_101_wallpad_1886687460_2025-11-11 10_07_58_오늘 도 쉬워.wav,오늘 도 쉬워,너 없어,100.0,422
12345555_101_101_wallpad_1886701460_2025-11-11 10_08_13_오늘 옷 저어하게 입어야 돼.wav,오늘 옷 저어하게 입어야 돼,오늘 어떤   입어야 돼,36.4,423
12345555_101_101_wallpad_1886714460_2025-11-11 10_08_25_오늘 부워.wav,오늘 부워,오늘 더워,25.0,423
12345555_101_101_wallpad_1886726460_2025-11-11 10_08_37_오늘 눈 와.wav,오늘 눈 와,오늘 눈와,0.0,423
12345555_101_101_wallpad_1886738460_2025-11-11 10_08_49_늘 우산 필요해.wav,늘 우산 필요해,필요해,50.0,425
12345555_101_101_wallpad_1886754460_2025-11-11 10_09_05_오늘 우산 필요해.wav,오늘 우산 필요해,필요해,57.1,423
12345555_101_101_wallpad_1886767460_2025-11-11 10_09_18_현점 일씨장 알려줘.wav,현점 일씨장 알려줘,현재 날씨 알려줘,37.5,428
12345555_101_101_wallpad_1886780460_2025-11-11 10_09_31_지금 날씨 어때.wav,지금 날씨 어때,지금 날씨 어때,0.0,424
12345555_101_101_wallpad_1886793460_2025-11-11 10_09_44_바깥 날씨 어어때.wav,바깥 날씨 어어때,아까 날어 어때,42.9,422
12345555_101_101_wallpad_1886806460_2025-11-11 10_09_57_평제 직문 알려줘.wav,평제 직문 알려줘,평재 기온 알려줘,42.9,423
12345555_101_101_wallpad_1886826460_2025-11-11 10_10_17_실시간 날씨 알려줘.wav,실시간 날씨 알려줘,실시간 날 알려줘,12.5,422
12345555_101_101_wallpad_1886840460_2025-11-11 10_10_31_강릉 날씨 알려줘.wav,강릉 날씨 알려줘,날 알려줘,42.9,421
12345555_101_101_wallpad_1886858460_2025-11-11 10_10_49_강남 지금 날씨 어때_.wav,강남 지금 날씨 어때_,강남 지금 날씨 어때,11.1,424
12345555_101_101_wallpad_1886874460_2025-11-11 10_11_05_수수 말은 책이어_.wav,수수 말은 책이어_,조서 빌워,100.0,430
12345555_101_101_wallpad_1886900460_2025-11-11 10_11_31_회전 온도 알려줘.wav,회전 온도 알려줘,회전 온도 알려줘,0.0,421
12345555_101_101_wallpad_1886914460_2025-11-11 10_11_45_강울도 기온 몇 도야.wav,강울도 기온 몇 도야,강원도 기온 몇 도야,12.5,420
12345555_101_101_wallpad_1886927460_2025-11-11 10_11_58_춘천 주온 몇 도야.wav,춘천 주온 몇 도야,온 몇 도야,42.9,421
12345555_101_101_wallpad_1886940460_2025-11-11 10_12_11_추서 자날실 어때.wav,추서 자날실 어때,씨 어때,71.4,423
12345555_101_101_wallpad_1886953460_2025-11-11 10_12_25_토트북으 날씨 어어때.wav,토트북으 날씨 어어때,날씨 어때,55.6,421
12345555_101_101_wallpad_1886968460_2025-11-11 10_12_39_푸른 버스 언제요_.wav,푸른 버스 언제요_,스 어요,75.0,420
12345555_101_101_wallpad_1886987460_2025-11-11 10_12_58_사십 몇번 버스 몇 분 후에 와.wav,사십 몇번 버스 몇 분 후에 와,버 몇번와,72.7,421
12345555_101_101_wallpad_1887032460_2025-11-11 10_13_43_육백사십빌버스 지금 어디야.wav,육백사십빌버스 지금 어디야,버스 지일 어디야,50.0,428
12345555_101_101_wallpad_1887048460_2025-11-11 10_13_59_삼천 석에 시위번 버스  도착 시간 알려줘.wav,삼천 석에 시위번 버스  도착 시간 알려줘,역에 번버스 도착 시간 알려줘,31.2,421
12345555_101_101_wallpad_1887065460_2025-11-11 10_14_16_유천 구백번 버스 오제 됐있어.wav,유천 구백번 버스 오제 됐있어,버 게 됐어,75.0,424
12345555_101_101_wallpad_1887083460_2025-11-11 10_14_34_매일 사품 백일 번 버 도착 몇 분 남았어.wav,매일 사품 백일 번 버 도착 몇 분 남았어,버 몇 분 았어,66.7,422
12345555_101_101_wallpad_1887337460_2025-11-11 10_18_48_추운내 안방 난방 켜줘.wav,추운내 안방 난방 켜줘,추운켜줘,55.6,424
12345555_101_101_wallpad_1887365460_2025-11-11 10_19_16_추운데 난방좀 켜줘.wav,추운데 난방좀 켜줘, 켜줘,75.0,421
12345555_101_101_wallpad_1887385460_2025-11-11 10_19_36_안빠진 난방 켜줘.wav,안빠진 난방 켜줘, 켜줘,71.4,424
12345555_101_101_wallpad_1887393460_2025-11-11 10_19_44_안방 너무 추워 히터 켜.wav,안방 너무 추워 히터 켜,히터 켜,66.7,422
12345555_101_101_wallpad_1887412460_2025-11-11 10_20_03_안방 켜게해줘.wav,안방 켜게해줘, 인해줘,66.7,425
12345555_101_101_wallpad_1887423460_2025-11-11 10_20_14_거실 난방 꺼줘.wav,거실 난방 꺼줘,거실 방 꺼줘,16.7,422
12345555_101_101_wallpad_1887433460_2025-11-11 10_20_24_거실 난방 켜줘.wav,거실 난방 켜줘,거실 방 켜줘,16.7,421
12345555_101_101_wallpad_1887443460_2025-11-11 10_20_34_거실 난방 켜.wav,거실 난방 켜,거실 전 켜,40.0,421
12345555_101_101_wallpad_1887450460_2025-11-11 10_20_42_거실 난방 좀 틀어.wav,거실 난방 좀 틀어,거실 좀 틀어,28.6,421
12345555_101_101_wallpad_1887460460_2025-11-11 10_20_51_거실 온도 좀 높여줘.wav,거실 온도 좀 높여줘,거실 온도 좀 높여줘,0.0,421
12345555_101_101_wallpad_1887470460_2025-11-11 10_21_01_거실 히터 켜.wav,거실 히터 켜,거히터 켜,20.0,421
12345555_101_101_wallpad_1887478460_2025-11-11 10_21_09_거실 따뜻하게.wav,거실 따뜻하게,거실 따뜻하니,16.7,421
12345555_101_101_wallpad_1887486460_2025-11-11 10_21_17_거실 온도 내려줘.wav,거실 온도 내려줘,거실 온도 내려줘,0.0,421
12345555_101_101_wallpad_1887495460_2025-11-11 10_21_26_거실 낭방 꺼.wav,거실 낭방 꺼,거실만 꺼,40.0,422
12345555_101_101_wallpad_1887507460_2025-11-11 10_21_38_현재 거실 난방 설정 온도 몇이야.wav,현재 거실 난방 설정 온도 몇이야,현재 거실 정 온도 몇이야,23.1,421
12345555_101_101_wallpad_1887518460_2025-11-11 10_21_49_지금 거실 온도 몇 도야.wav,지금 거실 온도 몇 도야,지금 거실 온도 몇 도야,0.0,424
12345555_101_101_wallpad_1887528460_2025-11-11 10_21_59_거실 난방 몇 도로 돼 있어.wav,거실 난방 몇 도로 돼 있어,거실 난방 몇 도로 돼 있어,0.0,424
12345555_101_101_wallpad_1887540460_2025-11-11 10_22_11_거실 설정 온도 알려줘.wav,거실 설정 온도 알려줘,거실 설정온도 알려줘,0.0,421
12345555_101_101_wallpad_1887550460_2025-11-11 10_22_22_거실이 지금 몇 도야.wav,거실이 지금 몇 도야,거실이 지금 몇 도야,0.0,421
12345555_101_101_wallpad_1887567460_2025-11-11 10_22_38_거실 온도상태 알려줘.wav,거실 온도상태 알려줘,거실 운동상태 알려줘,22.2,421
12345555_101_101_wallpad_1887580460_2025-11-11 10_22_51_난방온도 낮춰줘.wav,난방온도 낮춰줘,난방 온도 낮춰줘,0.0,421
12345555_101_101_wallpad_1887590460_2025-11-11 10_23_01_온도 좀 내려줘.wav,온도 좀 내려줘,온도 좀 내려줘,0.0,424
12345555_101_101_wallpad_1887600460_2025-11-11 10_23_11_난방 조금만 낮춰줘.wav,난방 조금만 낮춰줘,난방 조금만 낮춰줘,0.0,422
12345555_101_101_wallpad_1887611460_2025-11-11 10_23_22_너무 더보고 난방 좀 줄여줘..wav,너무 더보고 난방 좀 줄여줘.,방 좀 줄여줘,54.5,422
12345555_101_101_wallpad_1887620460_2025-11-11 10_23_31_히터 온도 낮춰줘.wav,히터 온도 낮춰줘,히터 온도 낮춰줘,0.0,421
12345555_101_101_wallpad_1887630460_2025-11-11 10_23_41_모든 난방 꺼줘.wav,모든 난방 꺼줘,모든 꺼줘,33.3,429
12345555_101_101_wallpad_1887640460_2025-11-11 10_23_51_전체 난방 꺼.wav,전체 난방 꺼,정산 꺼,80.0,422
12345555_101_101_wallpad_1887649460_2025-11-11 10_24_00_전부 난방 끄기.wav,전부 난방 끄기,전부 난방끄기,0.0,424
12345555_101_101_wallpad_1887659460_2025-11-11 10_24_10_난방 다 꺼.wav,난방 다 꺼,방좀 바꿔,100.0,422
12345555_101_101_wallpad_1887669460_2025-11-11 10_24_20_모든 방 난방 꺼줘.wav,모든 방 난방 꺼줘,든 꺼줘,57.1,421
12345555_101_101_wallpad_1887693460_2025-11-11 10_24_44_십팔도로 맞춰줘.wav,십팔도로 맞춰줘,줘,85.7,424
12345555_101_101_wallpad_1887817460_2025-11-11 10_26_48_팔드로 바꿔줘.wav,팔드로 바꿔줘,로 바꿔줘,33.3,421
12345555_101_101_wallpad_1887895460_2025-11-11 10_28_06_십칠도도 맞춰줘.wav,십칠도도 맞춰줘,십칠도로 맞춰줘,14.3,421
12345555_101_101_wallpad_1887935460_2025-11-11 10_28_46_온도 이십삼.wav,온도 이십삼,,100.0,420
12345555_101_101_wallpad_1887948460_2025-11-11 10_28_59_온도 이십삼도로 바꿔줘.wav,온도 이십삼도로 바꿔줘,온도 이십삼도로 바꿔줘,0.0,422
12345555_101_101_wallpad_1887957460_2025-11-11 10_29_08_난방 이십칠도.wav,난방 이십칠도,난만있으실도,66.7,421
12345555_101_101_wallpad_1887968460_2025-11-11 10_29_19_너무 어두운워.wav,너무 어두운워,너무워,50.0,421
12345555_101_101_wallpad_1887975460_2025-11-11 10_29_26_뭔데.wav,뭔데,한다,100.0,424
12345555_101_101_wallpad_1887983460_2025-11-11 10_29_34_조명켜어.wav,조명켜어,조명켜,25.0,427
12345555_101_101_wallpad_1887994460_2025-11-11 10_29_45_너무 어두운데 조명 좀 켜줘.wav,너무 어두운데 조명 좀 켜줘,너무 어두두운데 조명 좀 켜줘,9.1,429
12345555_101_101_wallpad_1888032460_2025-11-11 10_30_23_방이 어두워 불 좀 켜줘.wav,방이 어두워 불 좀 켜줘,방불 좀 켜줘,44.4,421
12345555_101_101_wallpad_1888042460_2025-11-11 10_30_33_거실 불 켜줘.wav,거실 불 켜줘,불 켜줘,40.0,421
12345555_101_101_wallpad_1888051460_2025-11-11 10_30_42_조명 좀 밝게 해줘.wav,조명 좀 밝게 해줘,조명 좀 밝게 해줘,0.0,421
12345555_101_101_wallpad_1888062460_2025-11-11 10_30_53_너무 밝은데 조명 좀 꺼줘.wav,너무 밝은데 조명 좀 꺼줘,너무 밝은데 조명 좀 꺼줘,0.0,421
12345555_101_101_wallpad_1888077460_2025-11-11 10_31_08_조명 꺼.wav,조명 꺼,조명 꺼,0.0,421
12345555_101_101_wallpad_1888086460_2025-11-11 10_31_17_불 꺼줘.wav,불 꺼줘,불 꺼줘,0.0,421
12345555_101_101_wallpad_1888096460_2025-11-11 10_31_27_조명 밝기 좀 낮춰줘.wav,조명 밝기 좀 낮춰줘,조명 밝기 좀 낮춰줘,0.0,425
12345555_101_101_wallpad_1888106460_2025-11-11 10_31_37_너무 눈부서 불 좀 꺼줘..wav,너무 눈부서 불 좀 꺼줘.,부 불 좀 꺼줘,44.4,424
12345555_101_101_wallpad_1888115460_2025-11-11 10_31_46_내일 아침..wav,내일 아침.,네 아세다,100.0,422
12345555_101_101_wallpad_1888141460_2025-11-11 10_32_12_매일 아침 일곱 시에 모닝콜 해줘.wav,매일 아침 일곱 시에 모닝콜 해줘,내일 아침 일곱시에 모닝콜 해줘,7.7,424
12345555_101_101_wallpad_1888156460_2025-11-11 10_32_27_매일 아침 일곱 시에 깨워줘.wav,매일 아침 일곱 시에 깨워줘,매일 아침곱시에 깨워줘,9.1,422
12345555_101_101_wallpad_1888166460_2025-11-11 10_32_37_여덟 시에 알람..wav,여덟 시에 알람.,여덟시에 알람,0.0,421
12345555_101_101_wallpad_1888179460_2025-11-11 10_32_50_설정해줘.wav,설정해줘,설정해줘,0.0,421
12345555_101_101_wallpad_1888188460_2025-11-11 10_32_59_매일 아홉 시에 모닝콜 부탁해.wav,매일 아홉 시에 모닝콜 부탁해,매일 아홉시에 모닝콜 부탁해,0.0,421
12345555_101_101_wallpad_1888205460_2025-11-11 10_33_16_매일 아침 여섯 시에 깨워줘.wav,매일 아침 여섯 시에 깨워줘,매일 아침 여섯 시에 깨워줘,0.0,424
12345555_101_101_wallpad_1888216460_2025-11-11 10_33_27_내일 아홉시에 모니터해줘.wav,내일 아홉시에 모니터해줘,내일 아홉시에 모니터해줘,0.0,424
12345555_101_101_wallpad_1888229460_2025-11-11 10_33_40_내일 아침 열시에 깨워줘.wav,내일 아침 열시에 깨워줘,내일 아침 열쇠에 깨워줘,10.0,423
12345555_101_101_wallpad_1888241460_2025-11-11 10_33_52_내일 열한시 알람 설정해줘.wav,내일 열한시 알람 설정해줘,내일 열한시 알람 설정해줘,0.0,421
12345555_101_101_wallpad_1888251460_2025-11-11 10_34_02_내 열두시 불러줘.wav,내 열두시 불러줘,내일 열두시에 불러줘,28.6,423
12345555_101_101_wallpad_1888262460_2025-11-11 10_34_13_내일 다섯 시에 모닝풀 맞춰줘.wav,내일 다섯 시에 모닝풀 맞춰줘,매일 다섯 시에 모을 춰줘,33.3,422
12345555_101_101_wallpad_1888274460_2025-11-11 10_34_25_오늘 날씨 알려줘.wav,오늘 날씨 알려줘,오늘 날씨 알려줘,0.0,424
12345555_101_101_wallpad_1888286460_2025-11-11 10_34_37_오늘 날씨 어때.wav,오늘 날씨 어때,오늘 날씨 어때,0.0,421
12345555_101_101_wallpad_1888298460_2025-11-11 10_34_49_오늘 비와.wav,오늘 비와,오늘 비 와,0.0,425
12345555_101_101_wallpad_1888377460_2025-11-11 10_36_08_오늘 기온 알려줘.wav,오늘 기온 알려줘,오늘 기온 알려줘,0.0,421
12345555_101_101_wallpad_1888390460_2025-11-11 10_36_21_오늘 추나.wav,오늘 추나,오늘 추워,25.0,424
12345555_101_101_wallpad_1888403460_2025-11-11 10_36_34_오늘 옷 떨뜻하게 입어야 돼.wav,오늘 옷 떨뜻하게 입어야 돼,오늘  떤뜻게 입어야 돼,27.3,421
12345555_101_101_wallpad_1888421460_2025-11-11 10_36_52_오늘 더워.wav,오늘 더워,오늘 더워,0.0,422
12345555_101_101_wallpad_1888433460_2025-11-11 10_37_04_보일 눈 와.wav,보일 눈 와,뭘 좋아,100.0,426
12345555_101_101_wallpad_1888445460_2025-11-11 10_37_16_오늘 우산 필요해.wav,오늘 우산 필요해, 우산 필요해,28.6,423
12345555_101_101_wallpad_1888458460_2025-11-11 10_37_29_현재 날씨 알려줘.wav,현재 날씨 알려줘,현재 날씨 알려줘,0.0,419
12345555_101_101_wallpad_1888471460_2025-11-11 10_37_42_지금 날씨 어때.wav,지금 날씨 어때,지금 날씨 어때,0.0,416
12345555_101_101_wallpad_1888483460_2025-11-11 10_37_54_밖금 날씨 어때.wav,밖금 날씨 어때,바깥 날씨 어때,33.3,421
12345555_101_101_wallpad_1888495460_2025-11-11 10_38_06_현재 기온 알려줘.wav,현재 기온 알려줘,현재 기온 알려줘,0.0,417
12345555_101_101_wallpad_1888508460_2025-11-11 10_38_19_실시간 날씨 알려줘.wav,실시간 날씨 알려줘,실시간 날씨 알려줘,0.0,417
12345555_101_101_wallpad_1888521460_2025-11-11 10_38_32_현재 강남 날씨 알려줘.wav,현재 강남 날씨 알려줘,현재 강남 날씨 알려줘,0.0,417
12345555_101_101_wallpad_1888542460_2025-11-11 10_38_53_강남 지금 날씨 어때.wav,강남 지금 날씨 어때,강남 지금 날씨 어때,0.0,416
12345555_101_101_wallpad_1888555460_2025-11-11 10_39_06_부산 비와.wav,부산 비와,우산 기원,75.0,417
12345555_101_101_wallpad_1888568460_2025-11-11 10_39_19_대전온도 알려줘.wav,대전온도 알려줘,제전온도 알려줘,14.3,416
12345555_101_101_wallpad_1888580460_2025-11-11 10_39_31_강원도 기온 몇 도야.wav,강원도 기온 몇 도야,강원도 기온 몇도야,0.0,418
12345555_101_101_wallpad_1888594460_2025-11-11 10_39_45_춘천 기온 몇 도야.wav,춘천 기온 몇 도야,춘천 기온 몇 도야,0.0,417
12345555_101_101_wallpad_1888607460_2025-11-11 10_39_58_청주 날씨 어때.wav,청주 날씨 어때,충주 날씨 어때,16.7,421
12345555_101_101_wallpad_1888633460_2025-11-11 10_40_24_서초구 날씨 어때.wav,서초구 날씨 어때,서초구 날씨 어때,0.0,424
12345555_101_101_wallpad_1888668460_2025-11-11 10_40_59_일사권.wav,일사권,일사할 거,66.7,419
12345555_101_101_wallpad_1888681460_2025-11-11 10_41_12_일사용번 버스 몇 분 후 와.wav,일사용번 버스 몇 분 후 와,일사용번 버스 몇 분 후와,0.0,417
12345555_101_101_wallpad_1888699460_2025-11-11 10_41_30_육사위번 버스 지금 어디야.wav,육사위번 버스 지금 어디야,역번 버지금 어디야,36.4,416
12345555_101_101_wallpad_1888736460_2025-11-11 10_42_07_삼사일 이번 버스 도착시간 알려줘.wav,삼사일 이번 버스 도착시간 알려줘,에 찍 버스 도착시간 알려줘,35.7,421
12345555_101_101_wallpad_1888754460_2025-11-11 10_42_25_육천 구백 번 버스 올 때 됐어.wav,육천 구백 번 버스 올 때 됐어,유천 구백 번 버스 울 때 됐어,18.2,417
12345555_101_101_wallpad_1888771460_2025-11-11 10_42_42_엠사이 고버스 몇 분 나 왔어_.wav,엠사이 고버스 몇 분 나 왔어_,내사이다 버스 몇 분 나았어,33.3,417
12345555_101_101_wallpad_1889089460_2025-11-11 10_48_01_경축내 안방 난방 켜줘.wav,경축내 안방 난방 켜줘,켜줘,77.8,419
12345555_101_101_wallpad_1889118460_2025-11-11 10_48_29_아빠가 좀 추운데 라빠한좀 켜줘.wav,아빠가 좀 추운데 라빠한좀 켜줘,추운마켜줘,69.2,418
12345555_101_101_wallpad_1889160460_2025-11-11 10_49_11_안방에 난방 켜.wav,안방에 난방 켜,안방 난방 켜,16.7,418
12345555_101_101_wallpad_1889169460_2025-11-11 10_49_20_안까고 추워 히터 켜줘.wav,안까고 추워 히터 켜줘,줘,88.9,439
12345555_101_101_wallpad_1889177460_2025-11-11 10_49_28_아빠 온도 좀 올려줘.wav,아빠 온도 좀 올려줘, 좀 알려줘,62.5,423
12345555_101_101_wallpad_1889188460_2025-11-11 10_49_39_안방 따뜻하게 해줘.wav,안방 따뜻하게 해줘,따뜻하게 해줘,25.0,417
12345555_101_101_wallpad_1889197460_2025-11-11 10_49_48_거실 등만 꺼줘..wav,거실 등만 꺼줘.,꺼줘,66.7,419
12345555_101_101_wallpad_1889213460_2025-11-11 10_50_04_거실 난방 켜줘.wav,거실 난방 켜줘,켜줘,66.7,420
